"";"id";"scientific.name";"accepted.name";"family";"taxon.rank";"taxon.status";"search.str";"threat.status";"threat.status.mma";"life.form";"habitat";"vegetation.type";"vernacular.name";"occurrence";"establishment";"domain";"endemism"
"223";117490;"Cardamine bonariensis Pers.";NA;"Brassicaceae";"species";"accepted";"Cardamine bonariensis";NA;NA;"Erva";"Terricola";"Area Antropica|Campo Limpo";NA;"BR-AL|BR-BA|BR-CE|BR-DF|BR-MG|BR-MT|BR-PB|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"naturalized";"Caatinga|Cerrado|Mata Atlantica|Pampa";"Nao endemica"
"224";34237;"Aechmea recurvata var. ortgiesii (Baker) Reitz";NA;"Bromeliaceae";"variety";"accepted";"Aechmea recurvata var. ortgiesii";"DD";NA;"Erva";"Epifita|Rupicola|Terricola";"Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista|Vegetacao Sobre Afloramentos Rochosos";NA;"BR-SP";"native";"Mata Atlantica";"Endemica"
"250";6709;"Paronychia communis Cambess.";NA;"Caryophyllaceae";"species";"accepted";"Paronychia communis";NA;NA;"Erva";"Terricola";"Area Antropica|Campo de Altitude|Campo Limpo|Campo rupestre|Vegetacao Sobre Afloramentos Rochosos";NA;"BR-DF|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Cerrado|Mata Atlantica|Pampa";"Nao endemica"
"251";6712;"Paronychia revoluta C.E.Carneiro & Furlan";NA;"Caryophyllaceae";"species";"accepted";"Paronychia revoluta";NA;NA;"Erva";"Terricola";"Campo de Altitude|Campo Limpo|Campo rupestre|Vegetacao Sobre Afloramentos Rochosos";NA;"BR-RS";"native";"Pampa";"Endemica"
"252";109616;"Sagina procumbens L.";NA;"Caryophyllaceae";"species";"accepted";"Sagina procumbens";NA;NA;"Erva";"Terricola";"Area Antropica|Campo Limpo|Campo rupestre|Vegetacao Sobre Afloramentos Rochosos";NA;"BR-RJ|BR-RS|BR-SP";"naturalized";"Mata Atlantica|Pampa";"Nao endemica"
"254";6824;"Clethra scabra Pers.";NA;"Clethraceae";"species";"accepted";"Clethra scabra";"LC";NA;"Arbusto|Arvore";"Terricola";"Cerrado (lato sensu)|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrofila Mista";"Carne-de-vaca/PORTUGUES/sudeste brasileira | Caujuja/PORTUGUES/sul brasileira";"BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SE|BR-SP";"native";"Caatinga|Cerrado|Mata Atlantica";"Nao endemica"
"255";126855;"Tradescantia crassula Link & Otto";NA;"Commelinaceae";"species";"accepted";"Tradescantia crassula";NA;NA;"Erva";"Epifita|Rupicola|Terricola";"Area Antropica|Campo Limpo|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista|Restinga|Vegetacao Sobre Afloramentos Rochosos";NA;"BR-MG|BR-PR|BR-RS|BR-SC|BR-SP";"native";"Mata Atlantica|Pampa";"Nao endemica"
"256";127690;"Tradescantia tenella Kunth";NA;"Commelinaceae";"species";"accepted";"Tradescantia tenella";NA;NA;"Erva";"Epifita|Rupicola|Terricola";"Area Antropica|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista";NA;"BR-PR|BR-RS|BR-SC";"native";"Mata Atlantica|Pampa";"Nao endemica"
"269";7164;"Carex brasiliensis A.St.-Hil.";NA;"Cyperaceae";"species";"accepted";"Carex brasiliensis";NA;NA;"Erva";"Terricola";"Campo de Altitude|Campo Limpo|Floresta Ombrofila Mista";NA;"BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Mata Atlantica|Pampa";"Nao endemica"
"272";49041;"Carex catharinensis Boeckeler";NA;"Cyperaceae";"species";"accepted";"Carex catharinensis";NA;NA;"Erva";"Terricola";"Campo Limpo|Campo rupestre";NA;"BR-MG|BR-RJ|BR-RS|BR-SC";"native";"Mata Atlantica";"Nao endemica"
"289";7191;"Cyperus virens Michx.";NA;"Cyperaceae";"species";"accepted";"Cyperus virens";NA;NA;"Erva";"Terricola";"Area Antropica|Caatinga (stricto sensu)|Campo de Altitude|Campo Limpo|Campo rupestre|Cerrado (lato sensu)|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista";NA;"BR-BA|BR-ES|BR-MG|BR-MS|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SE|BR-SP";"native";"Caatinga|Cerrado|Mata Atlantica|Pampa|Pantanal";"Endemica"
"290";17195;"Eleocharis montana (Kunth) Roem. & Schult.";NA;"Cyperaceae";"species";"accepted";"Eleocharis montana";NA;NA;"Erva";"Aquatica|Terricola";"Campo de Varzea|Vegetacao Aquatica";NA;"BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO";"native";"Amazonia|Caatinga|Cerrado|Mata Atlantica|Pampa|Pantanal";"Nao endemica"
"293";35044;"Eleocharis viridans Kük. ex Osten";NA;"Cyperaceae";"species";"accepted";"Eleocharis viridans";NA;NA;"Erva";"Terricola";"Campo de Altitude|Campo de Varzea|Campo Limpo";NA;"BR-PR|BR-RS|BR-SC";"native";"Mata Atlantica|Pampa";"Nao endemica"
"302";35177;"Rhynchospora hieronymi Boeckeler";NA;"Cyperaceae";"species";"accepted";"Rhynchospora hieronymi";NA;NA;"Erva";"Terricola";"Campo de Altitude|Campo Limpo|Floresta Ciliar ou Galeria";NA;"BR-PR|BR-RS|BR-SC";"native";"Mata Atlantica|Pampa";"Nao endemica"
"320";7489;"Gaylussacia densa Cham.";NA;"Ericaceae";"species";"accepted";"Gaylussacia densa";NA;NA;"Arbusto|Subarbusto";"Terricola";"Campo de Altitude|Campo rupestre";NA;NA;NA;NA;NA
"321";7497;"Gaylussacia pseudogaultheria Cham. & Schltdl.";NA;"Ericaceae";"species";"accepted";"Gaylussacia pseudogaultheria";NA;NA;"Arbusto|Subarbusto";"Terricola";"Campo de Altitude|Campo rupestre";NA;"BR-BA|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Cerrado|Mata Atlantica";"Endemica"
"327";7735;"Escallonia bifida Link & Otto";NA;"Escalloniaceae";"species";"accepted";"Escallonia bifida";NA;NA;"Arbusto";"Terricola";"Campo de Altitude|Floresta Ciliar ou Galeria|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista";"canudo-de-pito, esponja-do-mato, escalonia/PORTUGUES/SC, RS | maria-mole/PORTUGUES/PR | arbol de pito/ESPANHOL/Uruguai";"BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Cerrado|Mata Atlantica|Pampa";"Nao endemica"
"328";7739;"Escallonia laevis (Vell.) Sleumer";NA;"Escalloniaceae";"species";"accepted";"Escallonia laevis";NA;NA;"Arbusto|Subarbusto";"Terricola";"Campo de Altitude|Campo rupestre|Floresta Ombrofila (= Floresta Pluvial)";"esponja-do-mato, escalonia/PORTUGUES/Sul";"BR-ES|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP";"native";"Mata Atlantica";"Endemica"
"342";36082;"Euphorbia spathulata Lam.";NA;"Euphorbiaceae";"species";"accepted";"Euphorbia spathulata";NA;NA;"Erva";"Terricola";"Campo de Altitude";NA;"BR-RS|BR-SC";"native";"Mata Atlantica";"Nao endemica"
"343";55524;"Gymnanthes schottiana Müll.Arg.";NA;"Euphorbiaceae";"species";"accepted";"Gymnanthes schottiana";NA;NA;"Arbusto|Arvore";"Rupicola|Terricola";"Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista";NA;"BR-DF|BR-GO|BR-MG|BR-MS|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Cerrado|Mata Atlantica";"Nao endemica"
"344";101030;"Adesmia ciliata Vogel";NA;"Fabaceae";"species";"accepted";"Adesmia ciliata";NA;NA;"Erva";"Terricola";"Campo de Altitude|Campo Limpo";NA;"BR-PR|BR-RS|BR-SC";"native";"Mata Atlantica|Pampa";"Endemica"
"354";101093;"Lathyrus linearifolius Vogel";NA;"Fabaceae";"species";"accepted";"Lathyrus linearifolius";NA;NA;"Erva";"Terricola";"Campo de Altitude|Campo Limpo";NA;"BR-PR|BR-RS|BR-SC";"native";"Mata Atlantica|Pampa";"Endemica"
"355";101098;"Lathyrus paranensis Burkart";NA;"Fabaceae";"species";"accepted";"Lathyrus paranensis";NA;NA;"Erva|Liana/voluvel/trepadeira";"Terricola";"Campo de Altitude|Campo Limpo";NA;"BR-MG|BR-PR|BR-RS|BR-SC";"native";"Mata Atlantica|Pampa";"Nao endemica"
"356";617348;"Lotus corniculatus L.";NA;"Fabaceae";"species";"accepted";"Lotus corniculatus";NA;NA;"Erva|Subarbusto";"Terricola";"Area Antropica";"Cornichao/PORTUGUES/NA";"BR-PR|BR-RS|BR-SC|BR-SP";"cultivated";NA;"Nao endemica"
"357";101123;"Lupinus lanatus Benth.";NA;"Fabaceae";"species";"accepted";"Lupinus lanatus";NA;NA;"Erva";"Terricola";"Campo de Altitude|Campo Limpo";"Tremoco/PORTUGUES/NA";"BR-RS|BR-SC";"native";"Mata Atlantica|Pampa";"Nao endemica"
"358";101125;"Lupinus magnistipulatus Burkart ex Planchuelo & D.B.Dunn";NA;"Fabaceae";"species";"accepted";"Lupinus magnistipulatus";NA;NA;"Erva|Subarbusto";"Terricola";"Campo de Altitude";"Tremoco/PORTUGUES/Sul";"BR-RS|BR-SC";"native";"Mata Atlantica";"Endemica"
"399";116180;"Sisyrinchium balansae Baker";NA;"Iridaceae";"species";"accepted";"Sisyrinchium balansae";NA;NA;"Erva";"Terricola";"Campo de Altitude|Campo Limpo";NA;"BR-MG|BR-PR|BR-RS|BR-SC";"native";"Mata Atlantica";"Nao endemica"
"400";36379;"Sisyrinchium caeteanum Ravenna";NA;"Iridaceae";"species";"accepted";"Sisyrinchium caeteanum";NA;NA;"Erva";"Terricola";"Campo de Altitude";NA;"BR-MG|BR-SC";"native";"Mata Atlantica";"Endemica"
"401";58073;"Sisyrinchium congestum Klatt";NA;"Iridaceae";"species";"accepted";"Sisyrinchium congestum";NA;NA;"Erva";"Terricola";"Campo de Altitude";NA;"BR-SC";"native";"Mata Atlantica";"Endemica"
"402";36385;"Sisyrinchium elegantulum Ravenna";NA;"Iridaceae";"species";"accepted";"Sisyrinchium elegantulum";NA;NA;"Erva";"Terricola";"Campo de Altitude";NA;"BR-RS|BR-SC";"native";"Mata Atlantica";"Endemica"
"404";58090;"Sisyrinchium marchio (Vell.) Steud.";NA;"Iridaceae";"species";"accepted";"Sisyrinchium marchio";NA;NA;"Erva";"Terricola";"Campo de Altitude|Campo Limpo|Cerrado (lato sensu)";NA;"BR-AP|BR-BA|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-PA|BR-PR|BR-RJ|BR-RN|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO";"native";"Amazonia|Caatinga|Cerrado|Mata Atlantica";"Nao endemica"
"405";8071;"Sisyrinchium micranthum Cav.";NA;"Iridaceae";"species";"accepted";"Sisyrinchium micranthum";NA;NA;"Erva";"Terricola";"Area Antropica|Campo de Altitude|Campo Limpo|Restinga";NA;"BR-DF|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Mata Atlantica|Pampa";"Nao endemica"
"406";8072;"Sisyrinchium palmifolium L.";NA;"Iridaceae";"species";"accepted";"Sisyrinchium palmifolium";NA;NA;"Erva";"Terricola";"Campo de Altitude|Campo Limpo";NA;"BR-RS|BR-SC";"native";"Mata Atlantica";"Nao endemica"
"408";36403;"Sisyrinchium rectilineum Ravenna";NA;"Iridaceae";"species";"accepted";"Sisyrinchium rectilineum";NA;NA;"Erva";"Terricola";"Campo de Altitude|Campo Limpo";NA;"BR-MG|BR-PR|BR-RS|BR-SC|BR-SP";"native";"Mata Atlantica";NA
"403";8074;"Sisyrinchium setaceum Klatt";NA;"Iridaceae";"species";"accepted";"Sisyrinchium setaceum";NA;NA;"Erva";"Terricola";"Campo de Altitude|Campo Limpo";NA;"BR-PR|BR-RS|BR-SC";"native";"Mata Atlantica|Pampa";"Nao endemica"
"409";36444;"Juncus capillaceus Lam.";NA;"Juncaceae";"species";"accepted";"Juncus capillaceus";NA;NA;"Erva";"Terricola";"Campo Limpo";NA;"BR-RS|BR-SC";"native";"Mata Atlantica|Pampa";"Nao endemica"
"410";8084;"Juncus effusus L.";NA;"Juncaceae";"species";"accepted";"Juncus effusus";NA;NA;"Erva";"Terricola";"Campo de Altitude|Campo Limpo|Vegetacao Aquatica|Vegetacao Sobre Afloramentos Rochosos";NA;"BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Mata Atlantica|Pampa";"Nao endemica"
"430";8341;"Salvia procurrens Benth.";NA;"Lamiaceae";"species";"accepted";"Salvia procurrens";NA;NA;"Erva";"Terricola";"Campo de Altitude|Campo Limpo";NA;"BR-PR|BR-RS|BR-SC";"native";"Mata Atlantica";"Nao endemica"
"433";8479;"Ocotea porosa (Nees & Mart.) Barroso";NA;"Lauraceae";"species";"accepted";"Ocotea porosa";"EN";"EN";"Arvore";"Terricola";"Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista";NA;"BR-MG|BR-PR|BR-SC|BR-SP";"native";"Mata Atlantica|Pampa";"Nao endemica"
"434";8480;"Ocotea pulchella (Nees & Mart.) Mez";NA;"Lauraceae";"species";"accepted";"Ocotea pulchella";"LC";NA;"Arvore";"Terricola";"Campo rupestre|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual";"canela-preta/PORTUGUES/sudeste | inhumirim/PORTUGUES/Sao Paulo";"BR-DF|BR-ES|BR-GO|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP|BR-TO";"native";"Cerrado|Mata Atlantica|Pampa";"Nao endemica"
"435";8489;"Ocotea tristis (Nees & Mart.) Mez";NA;"Lauraceae";"species";"accepted";"Ocotea tristis";"LC";NA;"Arbusto|Arvore";"Terricola";"Campo de Altitude|Campo rupestre|Cerrado (lato sensu)|Floresta Ombrofila (= Floresta Pluvial)";"canela do brejo/PORTUGUES/sudeste";"BR-GO|BR-MG|BR-PR|BR-RS|BR-SC|BR-SP|BR-TO";"native";"Cerrado|Mata Atlantica|Pampa";"Endemica"
"441";8523;"Persea willdenovii Kosterm.";NA;"Lauraceae";"species";"accepted";"Persea willdenovii";"LC";NA;"Arvore";"Terricola";"Cerrado (lato sensu)|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista";NA;"BR-BA|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP";"native";"Cerrado|Mata Atlantica";"Endemica"
"442";8596;"Utricularia reniformis A.St.-Hil.";NA;"Lentibulariaceae";"species";"accepted";"Utricularia reniformis";NA;NA;"Erva";"Epifita|Rupicola|Terricola";"Campo de Altitude|Floresta Ombrofila (= Floresta Pluvial)|Vegetacao Sobre Afloramentos Rochosos";NA;"BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Mata Atlantica";"Endemica"
"446";8618;"Linum smithii Mildner";NA;"Linaceae";"species";"accepted";"Linum smithii";"EN";"EN";"Erva";"Terricola";"Floresta Ombrofila (= Floresta Pluvial)";"Linho-bravo/PORTUGUES/Sul";"BR-RS|BR-SC";"native";"Mata Atlantica";"Endemica"
"53";5151;"Baccharis L.";NA;"Asteraceae";"genus";"accepted";"Baccharis";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"72";5195;"Baccharis lateralis Baker";NA;"Asteraceae";"species";"accepted";"Baccharis lateralis";NA;NA;"Arbusto";"Rupicola|Terricola";"Campo de Altitude|Vegetacao Sobre Afloramentos Rochosos";"alecrim/PORTUGUES/NA";"BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Cerrado|Mata Atlantica";"Endemica"
"73";5198;"Baccharis leucopappa DC.";NA;"Asteraceae";"species";"accepted";"Baccharis leucopappa";NA;NA;"Subarbusto";"Rupicola|Terricola";"Campo de Altitude|Campo Limpo|Vegetacao Sobre Afloramentos Rochosos";"vassourinha-de-topo-de-morro/PORTUGUES/NA";"BR-RS|BR-SC";"native";"Mata Atlantica|Pampa";"Endemica"
"74";5203;"Baccharis lymanii G.M.Barroso ex G.Heiden";NA;"Asteraceae";"species";"accepted";"Baccharis lymanii";NA;NA;"Arbusto|Subarbusto";"Rupicola|Terricola";"Campo de Altitude|Vegetacao Sobre Afloramentos Rochosos";NA;"BR-PR|BR-RS|BR-SC";"native";"Mata Atlantica";"Endemica"
"292";35039;"Eleocharis subarticulata (Nees) Boeckeler";NA;"Cyperaceae";"species";"accepted";"Eleocharis subarticulata";NA;NA;"Erva";"Aquatica";"Campo de Altitude|Vegetacao Aquatica";NA;"BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Cerrado|Mata Atlantica|Pampa";"Nao endemica"
"412";8086;"Juncus microcephalus Kunth";NA;"Juncaceae";"species";"accepted";"Juncus microcephalus";NA;NA;"Erva";"Terricola";"Campo de Altitude|Campo Limpo|Restinga|Vegetacao Aquatica|Vegetacao Sobre Afloramentos Rochosos";NA;"BR-BA|BR-GO|BR-MG|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Caatinga|Cerrado|Mata Atlantica|Pampa";"Nao endemica"
"413";36453;"Juncus ramboi Barros";NA;"Juncaceae";"species";"accepted";"Juncus ramboi";NA;NA;"Erva";"Terricola";"Campo de Altitude|Campo Limpo";NA;"BR-RS|BR-SC";"native";"Mata Atlantica|Pampa";"Nao endemica"
"415";8087;"Juncus tenuis Willd.";NA;"Juncaceae";"species";"accepted";"Juncus tenuis";NA;NA;"Erva";"Terricola";"Campo de Altitude|Campo Limpo";NA;"BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Mata Atlantica|Pampa";"Nao endemica"
"463";133323;"Pavonia salmonea Grings & Boldrini";NA;"Malvaceae";"species";"accepted";"Pavonia salmonea";NA;NA;"Arbusto|Subarbusto";"Terricola";"Campo de Altitude";NA;"BR-RS|BR-SC";"native";"Mata Atlantica";"Endemica"
"449";8752;"Cuphea lindmaniana Koehne ex Bacig.";NA;"Lythraceae";"species";"accepted";"Cuphea lindmaniana";"EN";"EN";"Erva";"Terricola";"Campo de Altitude|Campo Limpo|Vegetacao Aquatica";NA;"BR-PR|BR-RS|BR-SC";"native";"Mata Atlantica|Pampa";"Nao endemica"
"450";8763;"Cuphea racemosa (L.f.) Spreng.";NA;"Lythraceae";"species";"accepted";"Cuphea racemosa";NA;NA;"Erva|Subarbusto";"Aquatica|Terricola";"Area Antropica|Campo de Altitude|Campo Limpo|Cerrado (lato sensu)|Vegetacao Aquatica";NA;"BR-AL|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SE|BR-SP";"native";"Amazonia|Caatinga|Cerrado|Mata Atlantica|Pampa|Pantanal";"Nao endemica"
"451";8774;"Cuphea urbaniana Koehne";NA;"Lythraceae";"species";"accepted";"Cuphea urbaniana";NA;NA;"Subarbusto";"Terricola";"Campo de Varzea";NA;"BR-PR|BR-RS|BR-SC";"native";"Mata Atlantica|Pampa";"Endemica"
"455";110188;"Modiolastrum malvifolium (Griseb.) K.Schum.";NA;"Malvaceae";"species";"accepted";"Modiolastrum malvifolium";NA;NA;"Erva";"Terricola";"Campo de Altitude|Campo Limpo|Floresta Ombrofila (= Floresta Pluvial)";NA;"BR-PR|BR-RS|BR-SC";"native";"Mata Atlantica|Pampa";"Nao endemica"
"456";9108;"Monteiroa bullata (Ekman) Krapov.";NA;"Malvaceae";"species";"accepted";"Monteiroa bullata";"LC";NA;"Arbusto|Subarbusto";"Terricola";"Floresta Ciliar ou Galeria|Floresta Ombrofila (= Floresta Pluvial)";NA;"BR-PR|BR-RS|BR-SC";"native";"Mata Atlantica";"Endemica"
"457";9109;"Monteiroa catharinensis Krapov.";NA;"Malvaceae";"species";"accepted";"Monteiroa catharinensis";NA;NA;"Arbusto|Subarbusto";"Terricola";"Area Antropica|Floresta Ciliar ou Galeria|Floresta Ombrofila (= Floresta Pluvial)";NA;"BR-PR|BR-SC";"native";"Mata Atlantica";"Endemica"
"22";26414;"Eryngium eriophorum Cham. & Schltdl.";NA;"Apiaceae";"species";"accepted";"Eryngium eriophorum";"LC";NA;"Erva";"Rupicola|Terricola";"Campo de Altitude|Campo Limpo";NA;"BR-MS|BR-PR|BR-RS|BR-SC|BR-SP";"native";"Mata Atlantica|Pampa";"Nao endemica"
"23";26415;"Eryngium floribundum Cham. & Schltdl.";NA;"Apiaceae";"species";"accepted";"Eryngium floribundum";NA;NA;"Erva";"Terricola";"Campo de Altitude|Campo Limpo";NA;"BR-DF|BR-GO|BR-MG|BR-MS|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Cerrado|Mata Atlantica|Pampa";"Nao endemica"
"94";5264;"Baccharis wagenitzii (F.H.Hellw.) Joch.Müll.";NA;"Asteraceae";"species";"accepted";"Baccharis wagenitzii";NA;NA;"Subarbusto";"Rupicola";"Campo de Altitude|Vegetacao Sobre Afloramentos Rochosos";NA;"BR-RS|BR-SC";"native";"Mata Atlantica";"Endemica"
"77";104428;"Baccharis weirii Baker";NA;"Asteraceae";"species";"accepted";"Baccharis weirii";NA;NA;"Subarbusto";"Terricola";"Campo de Altitude";NA;"BR-PR|BR-RS|BR-SC|BR-SP";"native";"Mata Atlantica";"Endemica"
"345";101032;"Adesmia latifolia (Spreng.) Vogel";NA;"Fabaceae";"species";"accepted";"Adesmia latifolia";NA;NA;"Erva";"Terricola";"Campo de Altitude|Campo Limpo|Restinga";"Babosa/PORTUGUES/Sul | Babosa-do-banhado/PORTUGUES/Sul";"BR-RS|BR-SC";"native";"Mata Atlantica|Pampa";"Nao endemica"
"346";101034;"Adesmia psoraleoides Vogel";NA;"Fabaceae";"species";"accepted";"Adesmia psoraleoides";NA;NA;"Arbusto|Subarbusto";"Terricola";"Campo de Altitude|Vegetacao Sobre Afloramentos Rochosos";NA;"BR-PR|BR-RS|BR-SC";"native";"Mata Atlantica";"Endemica"
"347";101036;"Adesmia reitziana Burkart";NA;"Fabaceae";"species";"accepted";"Adesmia reitziana";NA;NA;"Subarbusto";"Rupicola";"Campo de Altitude|Vegetacao Sobre Afloramentos Rochosos";NA;"BR-SC";"native";"Mata Atlantica";"Endemica"
"92";5260;"Baccharis uncinella DC.";NA;"Asteraceae";"species";"accepted";"Baccharis uncinella";NA;NA;"Arbusto";"Rupicola|Terricola";"Campo de Altitude|Floresta Ombrofila Mista";"alecrim/PORTUGUES/NA | alecrim-da-serra/PORTUGUES/NA | vassoura/PORTUGUES/NA | vassoura-lajeana/PORTUGUES/NA";"BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Mata Atlantica";"Endemica"
"93";5262;"Baccharis vincifolia Baker";NA;"Asteraceae";"species";"accepted";"Baccharis vincifolia";NA;NA;"Subarbusto";"Rupicola|Terricola";"Floresta Ciliar ou Galeria|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista";NA;"BR-PR|BR-RS|BR-SC|BR-SP";"native";"Mata Atlantica|Pampa";"Nao endemica"
"52";5263;"Baccharis vulneraria Baker";NA;"Asteraceae";"species";"accepted";"Baccharis vulneraria";NA;NA;"Subarbusto";"Terricola";"Area Antropica|Campo de Altitude|Campo Limpo|Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista|Restinga";"erva-de-sant'ana/PORTUGUES/NA | erva-sant'ana/PORTUGUES/NA";"BR-ES|BR-MG|BR-MS|BR-MT|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Amazonia|Cerrado|Mata Atlantica|Pampa";"Nao endemica"
"158";108635;"Pamphalea ramboi Cabrera";NA;"Asteraceae";"species";"accepted";"Pamphalea ramboi";"CR";NA;"Erva";"Terricola";"Campo de Altitude";NA;"BR-RS";"native";"Mata Atlantica";NA
"159";27307;"Pamphalea smithii Cabrera";NA;"Asteraceae";"species";"accepted";"Pamphalea smithii";"EN";NA;"Erva";"Terricola";"Campo de Altitude";NA;"BR-PR|BR-RS|BR-SC";"native";"Mata Atlantica";"Endemica"
"161";104615;"Perezia catharinensis Cabrera";NA;"Asteraceae";"species";"accepted";"Perezia catharinensis";NA;NA;"Erva";"Terricola";"Area Antropica|Campo de Altitude|Floresta Ombrofila Mista";"Margaridao-catarinense/PORTUGUES/Santa catarina";"BR-RS|BR-SC";"native";"Mata Atlantica";"Endemica"
"163";108626;"Perezia eryngioides (Cabrera) Crisci & Martic.";NA;"Asteraceae";"species";"accepted";"Perezia eryngioides";"EN";"EN";"Erva";"Terricola";"Campo de Altitude|Campo Limpo|Floresta Ombrofila Mista";"Assa-peixe-caraguata/PORTUGUES/Sul";"BR-SC";"native";"Mata Atlantica";"Endemica"
"186";116377;"Senecio selloi (Spreng.) DC.";NA;"Asteraceae";"species";"accepted";"Senecio selloi";NA;NA;"Erva|Subarbusto";"Terricola";"Campo de Altitude|Campo Limpo";NA;"BR-RS";"native";"Mata Atlantica|Pampa";"Nao endemica"
"173";27366;"Senecio stigophlebius Baker";NA;"Asteraceae";"species";"accepted";"Senecio stigophlebius";NA;NA;"Arbusto|Erva|Subarbusto";"Terricola";"Campo de Altitude|Floresta Ombrofila Mista";NA;"BR-PR|BR-SC";"native";"Mata Atlantica";"Endemica"
"384";7950;"Griselinia ruscifolia (Clos) Taub.";NA;"Griseliniaceae";"species";"accepted";"Griselinia ruscifolia";"NT";NA;"Arbusto|Liana/voluvel/trepadeira";"Epifita|Rupicola|Terricola";"Campo de Altitude|Floresta Ciliar ou Galeria|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista";NA;"BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Mata Atlantica";"Nao endemica"
"386";7953;"Gunnera manicata Linden ex Delchev.";NA;"Gunneraceae";"species";"accepted";"Gunnera manicata";"NT";NA;"Erva";"Terricola";"Campo de Altitude|Vegetacao Sobre Afloramentos Rochosos";NA;"BR-PR|BR-RS|BR-SC";"native";"Mata Atlantica";"Endemica"
"389";582881;"Hypericum austrobrasiliense Vog.Ely, Boldrini & Bordignon";NA;"Hypericaceae";"species";"accepted";"Hypericum austrobrasiliense";NA;NA;"Erva|Subarbusto";"Terricola";"Campo de Altitude";NA;"BR-RS|BR-SC";"native";"Mata Atlantica";"Endemica"
"390";7995;"Hypericum brasiliense Choisy";NA;"Hypericaceae";"species";"accepted";"Hypericum brasiliense";NA;NA;"Erva|Subarbusto";"Aquatica|Rupicola|Terricola";"Area Antropica|Campo de Altitude|Campo Limpo|Cerrado (lato sensu)|Restinga|Vegetacao Aquatica|Vegetacao Sobre Afloramentos Rochosos";NA;"BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Cerrado|Mata Atlantica|Pampa";"Nao endemica"
